# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.616541147232055664e+00 6.765975952148437500e-01 1.148181796073913574e+00 1.616541147232055664e+00 6.765975952148437500e-01 1.148181796073913574e+00
1.000000000000000000e+03 3.449327545240521431e-03 4.839016590267419815e-03 4.440900385379791260e-01 3.449327545240521431e-03 4.839016590267419815e-03 4.440900385379791260e-01
2.000000000000000000e+03 3.567577153444290161e-02 7.619862444698810577e-03 3.295317590236663818e-01 3.567577153444290161e-02 7.619862444698810577e-03 3.295317590236663818e-01
3.000000000000000000e+03 4.118008911609649658e-02 3.631005063652992249e-03 1.303173303604125977e-01 4.118008911609649658e-02 3.631005063652992249e-03 1.303173303604125977e-01
4.000000000000000000e+03 1.777527667582035065e-02 8.792931330390274525e-04 3.163190931081771851e-02 1.777527667582035065e-02 8.792931330390274525e-04 3.163190931081771851e-02
5.000000000000000000e+03 7.953001186251640320e-03 9.913112735375761986e-04 1.655443944036960602e-02 7.953001186251640320e-03 9.913112735375761986e-04 1.655443944036960602e-02
6.000000000000000000e+03 5.174520891159772873e-03 1.004214631393551826e-03 1.145213935524225235e-02 5.174520891159772873e-03 1.004214631393551826e-03 1.145213935524225235e-02
7.000000000000000000e+03 4.561389796435832977e-03 1.005387865006923676e-03 8.532430045306682587e-03 4.561389796435832977e-03 1.005387865006923676e-03 8.532430045306682587e-03
8.000000000000000000e+03 3.951787482947111130e-03 9.291262249462306499e-04 7.147429976612329483e-03 3.951787482947111130e-03 9.291262249462306499e-04 7.147429976612329483e-03
9.000000000000000000e+03 2.968354616314172745e-03 1.232603914104402065e-03 5.085390061140060425e-03 2.968354616314172745e-03 1.232603914104402065e-03 5.085390061140060425e-03
1.000000000000000000e+04 1.925917342305183411e-03 1.131464028730988503e-03 4.359118640422821045e-03 1.925917342305183411e-03 1.131464028730988503e-03 4.359118640422821045e-03
1.100000000000000000e+04 2.478240756317973137e-03 1.080813352018594742e-03 4.088151734322309494e-03 2.478240756317973137e-03 1.080813352018594742e-03 4.088151734322309494e-03
1.200000000000000000e+04 1.487623900175094604e-03 1.267843763343989849e-03 3.207238391041755676e-03 1.487623900175094604e-03 1.267843763343989849e-03 3.207238391041755676e-03
1.300000000000000000e+04 1.891511143185198307e-03 1.418514759279787540e-03 2.862808993086218834e-03 1.891511143185198307e-03 1.418514759279787540e-03 2.862808993086218834e-03
1.400000000000000000e+04 2.956718672066926956e-03 1.424409099854528904e-03 2.827485324814915657e-03 2.956718672066926956e-03 1.424409099854528904e-03 2.827485324814915657e-03
1.500000000000000000e+04 2.519383095204830170e-03 1.164276502095162868e-03 2.970805391669273376e-03 2.519383095204830170e-03 1.164276502095162868e-03 2.970805391669273376e-03
1.500000000000000000e+04 2.519383095204830170e-03 1.164276502095162868e-03 2.970805391669273376e-03 2.519383095204830170e-03 1.164276502095162868e-03 2.970805391669273376e-03
1.600000000000000000e+04 4.799764719791710377e-04 8.876246283762156963e-04 8.920970722101628780e-04 4.799764719791710377e-04 8.876246283762156963e-04 8.920970722101628780e-04
1.700000000000000000e+04 2.825675765052437782e-04 7.696496322751045227e-04 5.419233930297195911e-04 2.825675765052437782e-04 7.696496322751045227e-04 5.419233930297195911e-04
1.800000000000000000e+04 1.959557994268834591e-04 6.200702046044170856e-04 4.223949799779802561e-04 1.959557994268834591e-04 6.200702046044170856e-04 4.223949799779802561e-04
1.900000000000000000e+04 1.386619987897574902e-04 4.653992073144763708e-04 4.014495352748781443e-04 1.386619987897574902e-04 4.653992073144763708e-04 4.014495352748781443e-04
2.000000000000000000e+04 1.304439356317743659e-04 4.055804165545850992e-04 3.171091666445136070e-04 1.304439356317743659e-04 4.055804165545850992e-04 3.171091666445136070e-04
2.100000000000000000e+04 1.087532218662090600e-04 3.108700038865208626e-04 2.936372475232928991e-04 1.087532218662090600e-04 3.108700038865208626e-04 2.936372475232928991e-04
2.181400000000000000e+04 9.480601147515699267e-05 2.751903666649013758e-04 2.660665195435285568e-04 9.480601147515699267e-05 2.751903666649013758e-04 2.660665195435285568e-04
