# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 9.194107726216316223e-03 1.441343128681182861e-02 5.674223303794860840e-01 9.194107726216316223e-03 1.441343128681182861e-02 5.674223303794860840e-01
1.000000000000000000e+03 3.963860496878623962e-02 1.039945520460605621e-03 5.762373283505439758e-02 3.963860496878623962e-02 1.039945520460605621e-03 5.762373283505439758e-02
2.000000000000000000e+03 3.098561987280845642e-02 2.326736284885555506e-04 4.384985193610191345e-02 3.098561987280845642e-02 2.326736284885555506e-04 4.384985193610191345e-02
3.000000000000000000e+03 2.052430436015129089e-02 1.553259062347933650e-04 1.926783844828605652e-02 2.052430436015129089e-02 1.553259062347933650e-04 1.926783844828605652e-02
4.000000000000000000e+03 1.032027415931224823e-02 1.723912864690646529e-04 8.638347499072551727e-03 1.032027415931224823e-02 1.723912864690646529e-04 8.638347499072551727e-03
5.000000000000000000e+03 6.297443993389606476e-03 1.065722681232728064e-04 5.758086685091257095e-03 6.297443993389606476e-03 1.065722681232728064e-04 5.758086685091257095e-03
6.000000000000000000e+03 4.601711872965097427e-03 6.419332203222438693e-05 4.287456162273883820e-03 4.601711872965097427e-03 6.419332203222438693e-05 4.287456162273883820e-03
7.000000000000000000e+03 3.727130824699997902e-03 4.040830754092894495e-05 3.467449918389320374e-03 3.727130824699997902e-03 4.040830754092894495e-05 3.467449918389320374e-03
8.000000000000000000e+03 3.053399501368403435e-03 2.476315967214759439e-05 2.784371841698884964e-03 3.053399501368403435e-03 2.476315967214759439e-05 2.784371841698884964e-03
9.000000000000000000e+03 2.393850358203053474e-03 1.615510882402304560e-05 2.194188069552183151e-03 2.393850358203053474e-03 1.615510882402304560e-05 2.194188069552183151e-03
1.000000000000000000e+04 1.971262507140636444e-03 1.142936889664269984e-05 1.781169907189905643e-03 1.971262507140636444e-03 1.142936889664269984e-05 1.781169907189905643e-03
1.100000000000000000e+04 1.674492028541862965e-03 8.629877811472397298e-06 1.542939804494380951e-03 1.674492028541862965e-03 8.629877811472397298e-06 1.542939804494380951e-03
1.200000000000000000e+04 1.433588797226548195e-03 6.431957444874569774e-06 1.380391768179833889e-03 1.433588797226548195e-03 6.431957444874569774e-06 1.380391768179833889e-03
1.300000000000000000e+04 1.259554410353302956e-03 4.565794824884505942e-06 1.255292678251862526e-03 1.259554410353302956e-03 4.565794824884505942e-06 1.255292678251862526e-03
1.400000000000000000e+04 1.149529707618057728e-03 3.332555934321135283e-06 1.155097037553787231e-03 1.149529707618057728e-03 3.332555934321135283e-06 1.155097037553787231e-03
1.500000000000000000e+04 1.019599963910877705e-03 2.681887508515501395e-06 1.065507531166076660e-03 1.019599963910877705e-03 2.681887508515501395e-06 1.065507531166076660e-03
1.500000000000000000e+04 1.019599963910877705e-03 2.681887508515501395e-06 1.065507531166076660e-03 1.019599963910877705e-03 2.681887508515501395e-06 1.065507531166076660e-03
1.600000000000000000e+04 2.178007707698270679e-04 5.600779218184470665e-07 8.335932216141372919e-05 2.178007707698270679e-04 5.600779218184470665e-07 8.335932216141372919e-05
1.700000000000000000e+04 7.261306745931506157e-05 5.899050847801845521e-07 1.981766399694606662e-05 7.261306745931506157e-05 5.899050847801845521e-07 1.981766399694606662e-05
1.800000000000000000e+04 3.774313881876878440e-05 2.281709470253190375e-07 7.939682291180361062e-06 3.774313881876878440e-05 2.281709470253190375e-07 7.939682291180361062e-06
1.900000000000000000e+04 2.133287125616334379e-05 7.845380167736948351e-08 3.764632992897531949e-06 2.133287125616334379e-05 7.845380167736948351e-08 3.764632992897531949e-06
2.000000000000000000e+04 1.459850773244397715e-05 1.947615224651144672e-08 2.207519628427689895e-06 1.459850773244397715e-05 1.947615224651144672e-08 2.207519628427689895e-06
2.100000000000000000e+04 1.016371606965549290e-05 1.849418040933414886e-08 1.250959485332714394e-06 1.016371606965549290e-05 1.849418040933414886e-08 1.250959485332714394e-06
2.109600000000000000e+04 9.791559932637028396e-06 2.050596670244431152e-08 1.241125005435605999e-06 9.791559932637028396e-06 2.050596670244431152e-08 1.241125005435605999e-06
